Class,PPV,NPV,Sensitivity,Specificity,F1 Score
0.0,0.7254901960784313,0.7518939393939394,0.36097560975609755,0.9341176470588235,0.48208469055374586
1.0,0.6312849162011173,0.4722838137472284,0.32193732193732194,0.7634408602150538,0.42641509433962266
2.0,0.16905444126074498,0.9466192170818505,0.7972972972972973,0.4784172661870504,0.27895981087470445
